time,city,temperature_2m_min,temperature_2m_mean,temperature_2m_max,temp_range,daylight,precipitation_sum,precipitation_hours,precipitation_rate,windspeed_10m_max,windgusts_10m_max,shortwave_radiation_sum,et0_fao_evapotranspiration
2016-04-10,Karachi,24.2,26.9,30.9,6.699999999999999,12.633333333333333,0.0,0,0.0,26.6,42.5,24.99,5.83
2016-04-11,Karachi,23.3,27.1,31.9,8.599999999999998,12.65,0.0,0,0.0,26.2,40.7,24.45,6.12
2016-04-12,Karachi,23.0,27.3,32.5,9.5,12.683333333333334,0.0,0,0.0,28.2,43.2,25.3,6.32
2016-04-13,Karachi,24.0,27.7,33.2,9.200000000000003,12.7,0.0,0,0.0,29.3,43.6,26.16,6.44
2016-04-14,Karachi,24.5,27.8,32.2,7.700000000000003,12.716666666666667,0.0,0,0.0,30.9,48.6,26.04,5.97
2016-04-15,Karachi,25.3,28.2,32.1,6.800000000000001,12.75,0.0,0,0.0,34.1,53.3,25.62,6.35
2016-04-16,Karachi,25.4,29.2,33.0,7.600000000000001,12.766666666666667,0.0,0,0.0,36.5,52.6,22.29,7.16
2016-04-17,Karachi,24.2,27.8,31.9,7.699999999999999,12.8,0.0,0,0.0,40.7,61.2,27.35,8.39
2016-04-18,Karachi,23.9,26.5,29.9,6.0,12.816666666666666,0.0,0,0.0,24.1,39.2,24.89,5.97
2016-04-19,Karachi,23.7,27.0,31.9,8.2,12.85,0.0,0,0.0,27.1,42.1,24.01,6.43
2016-04-20,Karachi,23.0,27.0,32.1,9.100000000000001,12.866666666666667,0.0,0,0.0,26.3,41.4,27.27,6.77
2016-04-21,Karachi,23.5,27.5,31.8,8.3,12.883333333333333,0.0,0,0.0,29.5,46.4,27.13,6.82
2016-04-22,Karachi,24.8,29.7,37.3,12.499999999999996,12.9,0.0,0,0.0,30.0,46.4,26.95,8.19
2016-04-23,Karachi,24.4,29.2,36.7,12.300000000000004,12.916666666666666,0.0,0,0.0,28.6,45.7,27.88,7.84
2016-04-24,Karachi,23.9,29.3,37.2,13.300000000000004,12.95,0.0,0,0.0,28.3,44.6,26.93,7.96
2016-04-25,Karachi,24.7,29.0,34.2,9.500000000000004,12.966666666666667,0.0,0,0.0,31.2,48.2,27.41,7.6
2016-04-26,Karachi,24.7,28.9,34.4,9.7,12.983333333333333,0.0,0,0.0,26.2,42.1,26.84,7.3
2016-04-27,Karachi,24.2,28.5,34.1,9.900000000000002,13.0,0.0,0,0.0,27.7,43.9,26.96,6.83
2016-04-28,Karachi,23.9,28.8,34.0,10.100000000000001,13.033333333333333,0.0,0,0.0,25.5,41.8,27.24,6.77
2016-04-29,Karachi,24.5,28.9,33.8,9.299999999999997,13.05,0.0,0,0.0,24.5,40.0,27.38,6.56
2016-04-30,Karachi,25.3,29.6,34.2,8.900000000000002,13.083333333333334,0.0,0,0.0,28.9,45.7,27.14,7.11
2016-05-01,Karachi,26.2,30.0,34.2,8.000000000000004,13.083333333333334,0.0,0,0.0,31.9,49.7,26.69,7.41
2016-05-02,Karachi,26.0,30.0,34.6,8.600000000000001,13.116666666666667,0.0,0,0.0,35.4,54.4,27.19,7.68
2016-05-03,Karachi,25.7,28.7,32.8,7.099999999999998,13.133333333333333,0.0,0,0.0,33.5,51.8,27.54,6.9
2016-05-04,Karachi,25.4,28.5,32.4,7.0,13.15,0.0,0,0.0,27.2,45.4,26.53,6.3
2016-05-05,Karachi,25.3,28.5,32.8,7.4999999999999964,13.166666666666666,0.0,0,0.0,22.2,36.4,25.72,6.19
2016-05-06,Karachi,25.1,28.5,32.7,7.600000000000001,13.2,0.0,0,0.0,25.7,42.8,26.85,6.44
2016-05-07,Karachi,26.0,29.0,32.4,6.399999999999999,13.2,0.0,0,0.0,26.4,43.2,26.32,6.04
2016-05-08,Karachi,26.8,29.4,32.9,6.099999999999998,13.233333333333333,0.0,0,0.0,26.9,43.9,25.61,5.91
2016-05-09,Karachi,26.7,29.6,33.8,7.099999999999998,13.25,0.0,0,0.0,24.6,40.7,26.83,6.17
2016-05-10,Karachi,26.8,29.7,33.8,6.9999999999999964,13.266666666666667,0.0,0,0.0,27.4,43.9,26.38,6.08
2016-05-11,Karachi,26.9,29.6,33.8,6.899999999999999,13.283333333333333,0.0,0,0.0,29.5,46.8,26.75,6.18
2016-05-12,Karachi,27.0,30.1,34.3,7.299999999999997,13.3,0.0,0,0.0,28.9,46.1,27.13,6.74
2016-05-13,Karachi,27.2,30.3,34.7,7.5000000000000036,13.316666666666666,0.0,0,0.0,32.0,49.7,27.3,7.19
2016-05-14,Karachi,27.0,29.7,33.5,6.5,13.333333333333334,0.0,0,0.0,32.3,50.8,27.56,6.43
2016-05-15,Karachi,26.9,29.7,33.6,6.700000000000003,13.35,0.0,0,0.0,28.7,45.4,26.69,6.21
2016-05-16,Karachi,27.0,29.8,33.8,6.799999999999997,13.366666666666667,0.0,0,0.0,29.7,46.8,26.72,6.43
2016-05-17,Karachi,26.8,30.9,35.3,8.499999999999996,13.383333333333333,0.0,0,0.0,30.7,48.6,27.68,7.47
2016-05-18,Karachi,27.6,31.7,36.5,8.899999999999999,13.4,0.0,0,0.0,31.2,49.0,28.03,8.16
2016-05-19,Karachi,28.1,31.1,35.1,7.0,13.416666666666666,0.0,0,0.0,32.3,50.8,27.68,7.31
2016-05-20,Karachi,28.0,30.6,34.2,6.200000000000003,13.433333333333334,0.0,0,0.0,34.8,54.4,27.42,6.73
2016-05-21,Karachi,28.2,30.6,33.7,5.5000000000000036,13.45,0.0,0,0.0,39.1,59.4,26.97,6.58
2016-05-22,Karachi,28.1,30.5,33.6,5.5,13.466666666666667,0.0,0,0.0,39.7,60.8,25.49,6.17
2016-05-23,Karachi,28.0,30.3,33.8,5.799999999999997,13.483333333333333,0.0,0,0.0,39.0,59.4,26.59,6.59
2016-05-24,Karachi,28.0,30.0,33.0,5.0,13.483333333333333,0.0,0,0.0,33.6,53.6,26.27,6.8
2016-05-25,Karachi,27.8,29.9,32.9,5.099999999999998,13.516666666666667,0.0,0,0.0,35.3,54.4,26.45,6.94
2016-05-26,Karachi,27.9,30.0,32.7,4.800000000000004,13.516666666666667,0.0,0,0.0,30.5,48.6,25.6,7.09
2016-05-27,Karachi,28.3,30.3,33.0,4.699999999999999,13.533333333333333,0.0,0,0.0,30.7,49.3,25.44,7.33
2016-05-28,Karachi,28.0,29.9,32.5,4.5,13.533333333333333,0.0,0,0.0,36.8,56.2,22.08,6.5
2016-05-29,Karachi,27.5,29.5,32.5,5.0,13.55,0.0,0,0.0,39.3,60.5,24.98,6.5
2016-05-30,Karachi,27.5,29.7,32.8,5.299999999999997,13.566666666666666,0.0,0,0.0,40.1,59.0,25.24,6.35
2016-05-31,Karachi,27.9,29.9,32.6,4.700000000000003,13.566666666666666,0.0,0,0.0,32.9,51.5,23.23,6.1
2016-06-01,Karachi,27.9,29.9,32.7,4.800000000000004,13.583333333333334,0.0,0,0.0,28.7,45.7,21.97,6.06
2016-06-02,Karachi,28.0,30.2,33.5,5.5,13.583333333333334,0.0,0,0.0,27.0,43.2,25.78,6.88
2016-06-03,Karachi,27.1,29.8,33.0,5.899999999999999,13.6,0.0,0,0.0,23.4,39.2,26.52,6.81
2016-06-04,Karachi,26.8,29.8,34.4,7.599999999999998,13.6,0.0,0,0.0,25.8,41.8,27.18,7.14
2016-06-05,Karachi,26.6,30.3,34.9,8.299999999999997,13.616666666666667,0.0,0,0.0,30.0,47.2,27.6,7.66
2016-06-06,Karachi,27.1,30.2,34.3,7.199999999999996,13.633333333333333,0.0,0,0.0,33.9,52.6,27.12,7.14
2016-06-07,Karachi,27.5,30.3,34.1,6.600000000000001,13.633333333333333,0.0,0,0.0,34.6,53.3,26.3,6.59
2016-06-08,Karachi,27.7,30.6,33.9,6.199999999999999,13.65,0.0,0,0.0,35.4,54.4,26.49,6.63
2016-06-09,Karachi,28.6,30.9,34.1,5.5,13.65,0.0,0,0.0,37.8,59.0,26.43,6.71
2016-06-10,Karachi,28.4,30.4,33.2,4.800000000000004,13.65,0.0,0,0.0,38.6,58.7,24.15,5.97
2016-06-11,Karachi,28.2,30.1,32.9,4.699999999999999,13.666666666666666,0.0,0,0.0,39.9,61.6,23.16,5.94
2016-06-12,Karachi,28.1,30.2,33.0,4.899999999999999,13.65,0.0,0,0.0,38.5,59.8,22.57,6.21
2016-06-13,Karachi,28.0,30.0,32.3,4.299999999999997,13.666666666666666,0.3,2,0.15,36.4,56.2,16.95,4.92
2016-06-14,Karachi,27.6,29.6,32.3,4.699999999999996,13.666666666666666,0.0,0,0.0,35.0,54.7,21.83,5.65
2016-06-15,Karachi,27.6,30.2,33.4,5.799999999999997,13.666666666666666,0.0,0,0.0,35.6,59.0,25.79,7.02
2016-06-16,Karachi,26.6,29.8,33.9,7.299999999999997,13.666666666666666,0.0,0,0.0,37.2,57.2,26.15,7.04
2016-06-17,Karachi,26.7,28.9,32.1,5.400000000000002,13.683333333333334,0.0,0,0.0,35.4,54.7,25.09,6.02
2016-06-18,Karachi,27.1,29.0,31.9,4.799999999999997,13.683333333333334,0.0,0,0.0,34.5,55.4,25.08,6.33
2016-06-19,Karachi,26.9,29.1,32.4,5.5,13.683333333333334,0.0,0,0.0,33.3,52.2,25.48,6.4
2016-06-20,Karachi,27.0,29.5,32.8,5.799999999999997,13.683333333333334,0.0,0,0.0,31.4,51.1,25.36,6.5
2016-06-21,Karachi,27.6,29.8,32.5,4.899999999999999,13.683333333333334,0.0,0,0.0,31.4,51.5,23.15,6.03
2016-06-22,Karachi,27.5,29.6,32.4,4.899999999999999,13.683333333333334,0.0,0,0.0,30.3,50.4,22.32,5.7
2016-06-23,Karachi,27.4,30.0,33.0,5.600000000000001,13.683333333333334,0.0,0,0.0,20.4,33.5,23.59,5.84
2016-06-24,Karachi,28.0,30.9,34.9,6.899999999999999,13.666666666666666,0.0,0,0.0,23.4,37.4,23.74,6.18
2016-06-25,Karachi,28.7,31.9,36.3,7.599999999999998,13.666666666666666,0.0,0,0.0,19.9,33.5,22.91,6.04
2016-06-26,Karachi,29.2,33.0,38.4,9.2,13.683333333333334,2.6,6,0.43333333333333335,26.1,37.8,22.38,5.76
2016-06-27,Karachi,28.8,31.2,34.3,5.4999999999999964,13.683333333333334,0.7,1,0.7,21.2,36.4,19.18,5.21
2016-06-28,Karachi,28.6,31.5,35.8,7.199999999999996,13.666666666666666,2.0,2,1.0,16.6,33.1,21.44,5.42
2016-06-29,Karachi,28.9,31.2,34.3,5.399999999999999,13.666666666666666,6.5,7,0.9285714285714286,15.8,35.3,18.81,4.54
2016-06-30,Karachi,29.0,31.1,33.6,4.600000000000001,13.666666666666666,0.5,3,0.16666666666666666,16.2,26.6,20.37,4.76
2016-07-01,Karachi,29.0,31.4,34.1,5.100000000000001,13.65,0.0,0,0.0,19.6,30.6,22.06,5.57
2016-07-02,Karachi,29.2,31.3,34.0,4.800000000000001,13.65,0.0,0,0.0,29.6,46.1,22.54,5.85
2016-07-03,Karachi,28.8,30.9,33.8,4.9999999999999964,13.65,0.0,0,0.0,24.9,41.4,22.73,5.96
2016-07-04,Karachi,28.6,30.6,33.2,4.600000000000001,13.633333333333333,0.0,0,0.0,25.7,39.6,21.63,6.08
2016-07-05,Karachi,28.4,30.1,32.4,4.0,13.633333333333333,0.0,0,0.0,32.7,48.6,19.22,5.91
2016-07-06,Karachi,28.3,29.9,32.3,3.9999999999999964,13.616666666666667,0.2,2,0.1,33.8,52.6,15.72,5.29
2016-07-07,Karachi,28.3,29.5,31.2,2.8999999999999986,13.616666666666667,0.1,1,0.1,35.6,53.3,10.14,4.03
2016-07-08,Karachi,28.3,29.7,31.6,3.3000000000000007,13.6,0.2,1,0.2,34.0,50.4,13.46,4.55
2016-07-09,Karachi,28.2,29.8,31.7,3.5,13.6,0.0,0,0.0,31.1,46.8,13.83,4.28
2016-07-10,Karachi,27.8,29.7,31.7,3.8999999999999986,13.583333333333334,0.2,2,0.1,26.7,44.3,13.92,3.8
2016-07-11,Karachi,27.8,29.7,32.2,4.400000000000002,13.566666666666666,0.0,0,0.0,23.0,36.0,18.35,4.78
2016-07-12,Karachi,27.7,30.1,32.8,5.099999999999998,13.566666666666666,0.0,0,0.0,22.2,36.0,17.19,4.86
2016-07-13,Karachi,28.5,30.2,33.4,4.899999999999999,13.55,0.2,1,0.2,23.2,42.5,17.58,4.89
2016-07-14,Karachi,28.3,30.1,33.0,4.699999999999999,13.55,0.3,1,0.3,23.4,36.0,17.93,5.01
2016-07-15,Karachi,28.2,30.0,32.6,4.400000000000002,13.533333333333333,0.1,1,0.1,25.6,41.4,19.9,5.58
2016-07-16,Karachi,28.1,29.7,32.0,3.8999999999999986,13.516666666666667,0.0,0,0.0,26.7,42.8,15.58,4.65
2016-07-17,Karachi,28.0,29.7,32.2,4.200000000000003,13.516666666666667,0.0,0,0.0,26.8,42.5,18.09,5.11
2016-07-18,Karachi,27.6,28.9,31.2,3.599999999999998,13.483333333333333,0.5,4,0.125,33.5,49.7,13.93,4.26
2016-07-19,Karachi,27.3,28.8,30.8,3.5,13.483333333333333,0.2,2,0.1,34.2,52.9,16.63,4.85
2016-07-20,Karachi,27.1,28.7,30.9,3.799999999999997,13.466666666666667,0.0,0,0.0,35.0,52.6,17.05,5.01
2016-07-21,Karachi,27.1,28.7,30.8,3.6999999999999993,13.45,0.3,2,0.15,31.9,48.6,14.69,4.58
2016-07-22,Karachi,27.1,28.6,31.1,4.0,13.433333333333334,0.6,6,0.09999999999999999,33.8,49.3,14.95,4.28
2016-07-23,Karachi,27.0,28.6,30.9,3.8999999999999986,13.433333333333334,0.3,3,0.09999999999999999,25.9,39.2,14.71,4.06
2016-07-24,Karachi,27.2,29.0,31.4,4.199999999999999,13.4,0.0,0,0.0,20.1,32.4,15.62,4.11
2016-07-25,Karachi,27.0,29.5,32.7,5.700000000000003,13.4,0.1,1,0.1,20.3,36.0,23.1,5.78
2016-07-26,Karachi,27.5,29.5,32.2,4.700000000000003,13.366666666666667,0.0,0,0.0,21.9,34.9,18.14,5.04
2016-07-27,Karachi,27.6,29.5,32.2,4.600000000000001,13.366666666666667,0.0,0,0.0,27.1,43.2,18.95,5.51
2016-07-28,Karachi,27.5,29.1,31.5,4.0,13.333333333333334,0.0,0,0.0,29.4,48.6,14.99,4.76
2016-07-29,Karachi,27.2,28.9,31.6,4.400000000000002,13.333333333333334,0.0,0,0.0,35.5,53.3,18.0,5.18
2016-07-30,Karachi,27.1,28.8,31.2,4.099999999999998,13.3,0.0,0,0.0,29.9,46.4,17.07,4.83
2016-07-31,Karachi,27.1,28.6,30.8,3.6999999999999993,13.3,0.4,4,0.1,29.9,47.2,14.27,4.06
2016-08-01,Karachi,27.0,28.4,30.5,3.5,13.283333333333333,0.0,0,0.0,33.5,50.0,14.23,3.9
2016-08-02,Karachi,26.8,28.7,31.5,4.699999999999999,13.25,0.0,0,0.0,27.9,43.6,17.65,4.28
2016-08-03,Karachi,26.7,29.5,33.4,6.699999999999999,13.25,0.2,1,0.2,20.5,35.3,19.76,4.78
2016-08-04,Karachi,27.6,28.7,30.4,2.799999999999997,13.216666666666667,12.1,17,0.711764705882353,22.0,32.4,7.68,2.25
2016-08-05,Karachi,27.0,28.3,30.1,3.1000000000000014,13.216666666666667,12.8,10,1.28,26.0,37.4,8.92,2.47
2016-08-06,Karachi,26.4,27.3,28.8,2.400000000000002,13.183333333333334,40.5,24,1.6875,22.3,32.4,5.67,1.7
2016-08-07,Karachi,27.1,28.4,30.5,3.3999999999999986,13.166666666666666,1.6,5,0.32,20.3,28.8,12.28,2.95
2016-08-08,Karachi,27.0,28.4,30.5,3.5,13.133333333333333,0.0,0,0.0,20.2,34.6,15.8,3.43
2016-08-09,Karachi,26.8,28.1,30.1,3.3000000000000007,13.133333333333333,0.0,0,0.0,23.3,36.4,17.02,3.72
2016-08-10,Karachi,26.5,28.0,29.9,3.3999999999999986,13.1,0.0,0,0.0,26.4,43.6,14.78,3.5
2016-08-11,Karachi,26.5,28.1,30.1,3.6000000000000014,13.083333333333334,0.0,0,0.0,22.0,32.8,16.51,3.8
2016-08-12,Karachi,26.4,28.1,30.3,3.900000000000002,13.066666666666666,0.0,0,0.0,25.1,38.5,18.75,4.34
2016-08-13,Karachi,26.5,28.1,30.2,3.6999999999999993,13.05,0.0,0,0.0,26.0,40.3,18.14,4.29
2016-08-14,Karachi,26.5,28.1,30.0,3.5,13.033333333333333,0.0,0,0.0,26.8,40.7,16.68,4.09
2016-08-15,Karachi,26.6,28.2,30.3,3.6999999999999993,13.0,0.0,0,0.0,30.2,45.7,16.83,4.34
2016-08-16,Karachi,26.3,28.1,30.7,4.399999999999999,12.983333333333333,0.0,0,0.0,32.4,47.9,16.51,4.23
2016-08-17,Karachi,26.4,28.1,30.9,4.5,12.95,0.0,0,0.0,25.6,37.8,20.11,4.56
2016-08-18,Karachi,26.1,27.8,30.5,4.399999999999999,12.933333333333334,0.0,0,0.0,20.3,33.5,20.75,4.57
2016-08-19,Karachi,26.1,28.0,30.6,4.5,12.916666666666666,0.0,0,0.0,25.3,38.5,21.01,5.23
2016-08-20,Karachi,26.6,28.2,30.7,4.099999999999998,12.9,0.0,0,0.0,27.6,43.9,14.61,4.11
2016-08-21,Karachi,26.6,28.5,31.1,4.5,12.883333333333333,0.0,0,0.0,23.5,36.7,15.93,4.01
2016-08-22,Karachi,26.6,28.6,31.7,5.099999999999998,12.85,0.0,0,0.0,24.2,37.8,21.45,4.96
2016-08-23,Karachi,26.5,28.4,31.1,4.600000000000001,12.833333333333334,0.0,0,0.0,26.2,41.0,21.91,5.04
2016-08-24,Karachi,26.8,28.2,30.0,3.1999999999999993,12.816666666666666,0.0,0,0.0,24.5,36.7,9.78,3.12
2016-08-25,Karachi,26.9,28.6,31.0,4.100000000000001,12.783333333333333,0.0,0,0.0,24.9,39.2,16.08,4.22
2016-08-26,Karachi,26.9,29.7,34.0,7.100000000000001,12.766666666666667,0.0,0,0.0,25.2,38.9,20.21,5.24
2016-08-27,Karachi,27.3,30.3,34.4,7.099999999999998,12.733333333333333,3.0,6,0.5,17.3,35.3,19.14,4.62
2016-08-28,Karachi,27.4,29.2,31.0,3.6000000000000014,12.716666666666667,5.2,10,0.52,20.1,29.5,9.85,2.54
2016-08-29,Karachi,27.5,29.2,31.9,4.399999999999999,12.7,1.7,6,0.2833333333333333,19.3,29.2,17.63,4.02
2016-08-30,Karachi,26.0,28.0,30.2,4.199999999999999,12.666666666666666,0.0,0,0.0,22.9,36.4,21.01,4.37
2016-08-31,Karachi,25.7,27.5,30.2,4.5,12.65,0.0,0,0.0,22.4,35.3,21.19,4.62
2016-09-01,Karachi,25.6,27.4,29.9,4.299999999999997,12.616666666666667,0.0,0,0.0,19.7,32.4,17.06,4.2
2016-09-02,Karachi,25.9,27.6,30.1,4.200000000000003,12.6,0.0,0,0.0,25.5,41.0,20.44,5.26
2016-09-03,Karachi,25.8,27.8,30.2,4.399999999999999,12.583333333333334,0.0,0,0.0,30.7,47.2,21.5,5.63
2016-09-04,Karachi,26.0,27.7,30.0,4.0,12.55,0.0,0,0.0,32.2,49.3,15.3,4.54
2016-09-05,Karachi,25.5,27.3,29.2,3.6999999999999993,12.533333333333333,0.0,0,0.0,31.7,47.9,14.05,4.01
2016-09-06,Karachi,25.6,27.6,30.4,4.799999999999997,12.516666666666667,0.0,0,0.0,28.0,44.3,20.4,5.02
2016-09-07,Karachi,25.6,27.6,30.3,4.699999999999999,12.483333333333333,0.0,0,0.0,25.8,41.4,21.24,5.44
2016-09-08,Karachi,25.6,27.8,30.7,5.099999999999998,12.466666666666667,0.0,0,0.0,24.1,39.6,22.14,5.83
2016-09-09,Karachi,26.0,27.9,30.7,4.699999999999999,12.45,0.0,0,0.0,26.1,42.1,21.58,5.74
2016-09-10,Karachi,25.8,27.9,30.7,4.899999999999999,12.416666666666666,0.0,0,0.0,29.4,46.4,20.77,5.74
2016-09-11,Karachi,25.8,27.6,29.8,4.0,12.4,0.0,0,0.0,26.9,41.0,15.6,4.43
2016-09-12,Karachi,25.6,27.4,29.6,4.0,12.366666666666667,0.0,0,0.0,21.2,34.2,13.27,3.61
2016-09-13,Karachi,25.2,27.9,31.0,5.800000000000001,12.35,0.0,0,0.0,19.2,32.0,21.92,5.22
2016-09-14,Karachi,25.8,28.4,32.2,6.400000000000002,12.333333333333334,0.0,0,0.0,19.7,32.4,22.05,5.49
2016-09-15,Karachi,25.6,28.5,32.5,6.899999999999999,12.3,0.0,0,0.0,21.8,36.4,22.45,5.54
2016-09-16,Karachi,25.8,28.4,32.1,6.300000000000001,12.266666666666667,0.0,0,0.0,25.4,40.3,22.33,5.38
2016-09-17,Karachi,26.1,28.1,31.4,5.299999999999997,12.25,0.0,0,0.0,29.3,45.0,21.88,5.28
2016-09-18,Karachi,26.1,28.0,31.1,5.0,12.216666666666667,0.0,0,0.0,29.6,46.4,21.76,5.25
2016-09-19,Karachi,26.0,27.9,31.1,5.100000000000001,12.2,0.0,0,0.0,31.4,48.6,21.53,5.36
2016-09-20,Karachi,25.8,27.8,30.9,5.099999999999998,12.183333333333334,0.0,0,0.0,34.7,53.3,21.6,5.52
2016-09-21,Karachi,25.9,27.9,30.7,4.800000000000001,12.15,0.0,0,0.0,30.2,47.2,21.39,5.35
2016-09-22,Karachi,25.4,27.6,30.9,5.5,12.133333333333333,0.0,0,0.0,27.4,43.2,21.13,5.09
2016-09-23,Karachi,25.0,27.4,30.7,5.699999999999999,12.1,0.0,0,0.0,28.1,44.6,21.63,5.27
2016-09-24,Karachi,25.4,27.4,30.2,4.800000000000001,12.083333333333334,0.0,0,0.0,29.4,45.4,20.91,5.1
2016-09-25,Karachi,25.5,27.6,30.6,5.100000000000001,12.066666666666666,0.0,0,0.0,27.3,43.2,21.23,5.23
2016-09-26,Karachi,25.4,27.6,30.8,5.400000000000002,12.033333333333333,0.0,0,0.0,28.2,44.6,20.97,5.03
2016-09-27,Karachi,25.8,27.6,30.5,4.699999999999999,12.016666666666667,0.0,0,0.0,31.7,49.3,20.33,5.09
2016-09-28,Karachi,25.7,27.6,30.1,4.400000000000002,11.983333333333333,0.0,0,0.0,32.9,50.0,18.38,4.67
2016-09-29,Karachi,25.8,27.8,30.3,4.5,11.95,0.0,0,0.0,25.1,39.6,13.95,3.65
2016-09-30,Karachi,25.6,27.6,30.6,5.0,11.933333333333334,0.0,0,0.0,19.9,34.2,19.09,4.61
2016-10-01,Karachi,25.2,27.6,31.4,6.199999999999999,11.9,0.0,0,0.0,23.0,35.6,20.94,5.05
2016-10-02,Karachi,25.3,28.0,31.3,6.0,11.883333333333333,0.0,0,0.0,23.0,35.6,13.92,4.06
2016-10-03,Karachi,26.2,29.1,33.7,7.5000000000000036,11.866666666666667,0.0,0,0.0,25.0,40.0,19.23,4.81
2016-10-04,Karachi,26.4,28.7,31.9,5.5,11.833333333333334,0.0,0,0.0,23.7,38.5,18.26,4.43
2016-10-05,Karachi,26.2,28.2,31.3,5.100000000000001,11.816666666666666,0.0,0,0.0,26.0,41.4,19.62,4.64
2016-10-06,Karachi,26.1,28.2,31.6,5.5,11.783333333333333,0.0,0,0.0,22.5,36.4,20.0,4.61
2016-10-07,Karachi,25.8,28.3,32.6,6.800000000000001,11.766666666666667,0.0,0,0.0,20.7,34.6,20.13,4.69
2016-10-08,Karachi,25.7,28.1,31.7,6.0,11.733333333333333,0.0,0,0.0,23.1,37.4,20.09,4.56
2016-10-09,Karachi,25.1,28.4,32.6,7.5,11.716666666666667,0.0,0,0.0,22.3,36.4,19.92,4.79
2016-10-10,Karachi,22.6,27.8,34.2,11.600000000000001,11.7,0.0,0,0.0,21.4,33.5,21.81,5.6
2016-10-11,Karachi,23.8,27.0,31.0,7.199999999999999,11.666666666666666,0.0,0,0.0,19.9,32.4,19.89,4.52
2016-10-12,Karachi,24.5,27.1,30.9,6.399999999999999,11.65,0.0,0,0.0,22.6,36.4,20.11,4.41
2016-10-13,Karachi,24.9,27.7,31.7,6.800000000000001,11.616666666666667,0.0,0,0.0,18.2,31.3,19.42,4.33
2016-10-14,Karachi,24.6,27.8,32.4,7.799999999999997,11.6,0.0,0,0.0,20.9,33.5,19.88,4.52
2016-10-15,Karachi,24.0,27.3,31.1,7.100000000000001,11.583333333333334,0.0,0,0.0,19.3,32.8,19.72,4.36
2016-10-16,Karachi,23.4,27.3,32.3,8.899999999999999,11.566666666666666,0.0,0,0.0,22.0,36.4,20.35,5.07
2016-10-17,Karachi,24.0,27.4,31.7,7.699999999999999,11.533333333333333,0.0,0,0.0,25.2,38.9,20.59,5.31
2016-10-18,Karachi,24.3,27.3,31.4,7.099999999999998,11.516666666666667,0.0,0,0.0,27.6,41.8,20.42,5.36
2016-10-19,Karachi,24.2,26.9,30.4,6.199999999999999,11.483333333333333,0.0,0,0.0,28.7,43.6,19.86,4.56
2016-10-20,Karachi,24.2,26.8,30.4,6.199999999999999,11.466666666666667,0.0,0,0.0,23.1,36.0,18.69,4.04
2016-10-21,Karachi,24.0,26.4,30.2,6.199999999999999,11.433333333333334,0.0,0,0.0,19.1,31.3,18.53,4.07
2016-10-22,Karachi,23.8,26.1,29.9,6.099999999999998,11.433333333333334,0.0,0,0.0,20.2,33.1,18.9,4.18
2016-10-23,Karachi,23.2,26.2,29.1,5.900000000000002,11.4,0.0,0,0.0,20.9,34.6,18.73,4.26
2016-10-24,Karachi,24.6,26.6,29.5,4.899999999999999,11.383333333333333,0.0,0,0.0,25.5,40.3,16.91,4.19
2016-10-25,Karachi,24.1,27.1,31.3,7.199999999999999,11.35,0.0,0,0.0,17.1,28.8,17.68,4.22
2016-10-26,Karachi,22.2,26.3,30.9,8.7,11.333333333333334,0.0,0,0.0,15.0,23.4,18.12,4.1
2016-10-27,Karachi,22.5,28.2,33.8,11.299999999999997,11.316666666666666,0.0,0,0.0,19.1,30.2,19.38,5.95
2016-10-28,Karachi,22.0,26.7,32.4,10.399999999999999,11.283333333333333,0.0,0,0.0,24.5,38.5,19.71,5.74
2016-10-29,Karachi,21.5,26.0,31.0,9.5,11.266666666666667,0.0,0,0.0,19.2,30.2,19.42,4.48
2016-10-30,Karachi,20.7,25.8,31.1,10.400000000000002,11.25,0.0,0,0.0,14.2,24.8,18.94,4.46
2016-10-31,Karachi,22.2,28.6,33.7,11.500000000000004,11.233333333333333,0.0,0,0.0,13.8,21.2,18.8,5.29
2016-11-01,Karachi,22.6,28.3,34.5,11.899999999999999,11.2,0.0,0,0.0,14.7,27.0,18.87,5.49
2016-11-02,Karachi,21.3,27.8,34.0,12.7,11.183333333333334,0.0,0,0.0,12.7,15.8,18.98,4.68
2016-11-03,Karachi,20.6,28.0,34.0,13.399999999999999,11.166666666666666,0.0,0,0.0,15.8,24.5,18.87,5.35
2016-11-04,Karachi,21.4,27.3,33.6,12.200000000000003,11.133333333333333,0.0,0,0.0,24.1,36.7,18.77,5.96
2016-11-05,Karachi,20.1,26.2,33.8,13.699999999999996,11.133333333333333,0.0,0,0.0,19.3,29.2,18.77,5.13
2016-11-06,Karachi,21.8,25.8,31.2,9.399999999999999,11.1,0.0,0,0.0,19.0,31.3,18.75,4.61
2016-11-07,Karachi,20.3,25.1,30.3,10.0,11.083333333333334,0.0,0,0.0,13.7,23.4,18.22,3.97
2016-11-08,Karachi,20.6,24.7,30.4,9.799999999999997,11.066666666666666,0.0,0,0.0,18.0,29.9,18.51,4.25
2016-11-09,Karachi,20.8,24.6,29.4,8.599999999999998,11.05,0.0,0,0.0,16.9,29.2,18.31,3.91
2016-11-10,Karachi,20.0,24.5,28.9,8.899999999999999,11.016666666666667,0.0,0,0.0,20.4,33.8,17.39,3.75
2016-11-11,Karachi,19.7,25.4,31.1,11.400000000000002,11.016666666666667,0.0,0,0.0,19.8,32.0,17.55,4.44
